datetime,value,validation_block,predict
2011-09-01 00:00:00,1.0025,0,0.9705831901067381
2011-10-01 00:00:00,1.0198,0,0.9711521388425808
2011-11-01 00:00:00,1.0248,0,0.9711932969926376
2011-12-01 00:00:00,1.0235,0,0.9701305247165395
2012-01-01 00:00:00,1.013,0,0.9690267080823127
2012-02-01 00:00:00,0.9967,0,0.9689617993620296
2012-03-01 00:00:00,0.9938,0,0.9692456021835136
2012-04-01 00:00:00,0.9928,0,0.9696542049343624
2012-05-01 00:00:00,1.0097,0,0.970622926168001
2012-06-01 00:00:00,1.028,0,0.972343131261115
2012-07-01 00:00:00,1.0142,0,0.9743389948379972
2012-08-01 00:00:00,0.9924,0,0.9771927677100378
2012-09-01 00:00:00,0.9783,0,0.9801794090855964
2012-10-01 00:00:00,0.9872,0,0.9841245206997629
2012-11-01 00:00:00,0.997,0,0.9882772810882829
2012-12-01 00:00:00,0.9898,0,0.995698127098259
2013-01-01 00:00:00,0.9921,0,1.004294918837421
2013-02-01 00:00:00,1.0098,0,1.013668655568999
2013-03-01 00:00:00,1.0244,0,1.023068532090936
2013-04-01 00:00:00,1.0187,0,1.0330161387320524
2013-05-01 00:00:00,1.0196,0,1.043560044710388
2013-06-01 00:00:00,1.0314,0,1.0532741883512367
2013-07-01 00:00:00,1.0402,0,1.0612948296449698
2013-08-01 00:00:00,1.0407,0,1.068745203276332
2013-09-01 00:00:00,1.0342,0,1.0761213172077064
2013-10-01 00:00:00,1.0363,0,1.08282965213151
2013-11-01 00:00:00,1.0486,0,1.0895112282934254
2013-12-01 00:00:00,1.0639,0,1.0957087217291124
2014-01-01 00:00:00,1.094,0,1.102051343158607
2014-02-01 00:00:00,1.1054,0,1.1081782430444282
2014-03-01 00:00:00,1.1107,0,1.1139139268014109
2014-04-01 00:00:00,1.0992,0,1.1201508192714658
2014-05-01 00:00:00,1.0894,0,1.12565933124644
2014-06-01 00:00:00,1.083,0,1.130707734463396
2014-07-01 00:00:00,1.0739,0,1.1364705543400007
2014-08-01 00:00:00,1.0926,0,1.1421236198154148
2014-09-01 00:00:00,1.1011,0,1.1475668519854905
2014-10-01 00:00:00,1.1212,0,1.1526410351046268
2014-11-01 00:00:00,1.1325,0,1.1573875718037483
2014-12-01 00:00:00,1.1532,0,1.161960027103711
2015-01-01 00:00:00,1.2122,0,1.1664087622404797
2015-02-01 00:00:00,1.2499,0,1.1710006450513188
2015-03-01 00:00:00,1.2618,0,1.1756777924298163
2015-04-01 00:00:00,1.2337,0,1.1803766092296626
2015-05-01 00:00:00,1.2176,0,1.1848503802026218
2015-06-01 00:00:00,1.2365,0,1.1888511091119458
2015-07-01 00:00:00,1.2863,0,1.1930062517402504
2015-08-01 00:00:00,1.3147,0,1.1972823964865436
2015-09-01 00:00:00,1.3266,0,1.2010944216644956
2015-10-01 00:00:00,1.3072,0,1.2057027331641654
2015-11-01 00:00:00,1.3279,1,1.3169271568908276
2015-12-01 00:00:00,1.3713,1,1.3166489732941338
2016-01-01 00:00:00,1.4208,1,1.317512216617184
2016-02-01 00:00:00,1.3797,1,1.3187263820966355
2016-03-01 00:00:00,1.3226,1,1.3200414625183543
2016-04-01 00:00:00,1.2818,1,1.3220417142999943
2016-05-01 00:00:00,1.2945,1,1.3240863685091413
2016-06-01 00:00:00,1.2894,1,1.3258582395494314
2016-07-01 00:00:00,1.3052,1,1.3274418667044174
2016-08-01 00:00:00,1.2998,1,1.3293078615617826
2016-09-01 00:00:00,1.3108,1,1.3308993805744542
2016-10-01 00:00:00,1.3251,1,1.3325286369066336
2016-11-01 00:00:00,1.3434,1,1.3347252798254143
2016-12-01 00:00:00,1.3339,1,1.3376481790060213
2017-01-01 00:00:00,1.3183,1,1.3406046125710152
2017-02-01 00:00:00,1.3109,1,1.3443219620524185
2017-03-01 00:00:00,1.3387,1,1.3479926382821636
2017-04-01 00:00:00,1.3437,1,1.3509053424763153
2017-05-01 00:00:00,1.3606,1,1.3533833925908816
2017-06-01 00:00:00,1.3295,1,1.356127378801597
2017-07-01 00:00:00,1.2690000000000001,1,1.3588825368096042
2017-08-01 00:00:00,1.2608,1,1.3606207301215798
2017-09-01 00:00:00,1.2279,1,1.3615124316459153
2017-10-01 00:00:00,1.2607,1,1.3625498986816078
2017-11-01 00:00:00,1.2773,1,1.3636247857301047
2017-12-01 00:00:00,1.2769,1,1.3640692715231229
2018-01-01 00:00:00,1.2429,1,1.364419989553952
2018-02-01 00:00:00,1.2588,1,1.3642115839957503
2018-03-01 00:00:00,1.2933,1,1.3636888331456525
2018-04-01 00:00:00,1.2732,1,1.3624857077248222
2018-05-01 00:00:00,1.2866,1,1.3609036854947476
2018-06-01 00:00:00,1.3125,1,1.359252191421534
2018-07-01 00:00:00,1.3133,1,1.3570189969125084
2018-08-01 00:00:00,1.3042,1,1.3553193007462099
2018-09-01 00:00:00,1.3034,1,1.3545227559445205
2018-10-01 00:00:00,1.3004,1,1.354036932036228
2018-11-01 00:00:00,1.3205,1,1.354132346453527
2018-12-01 00:00:00,1.3436,1,1.3551789326559707
2019-01-01 00:00:00,1.33,1,1.356420998622152
2019-02-01 00:00:00,1.3209,1,1.356908464729858
2019-03-01 00:00:00,1.3371,1,1.3564745516363574
2019-04-01 00:00:00,1.3378,1,1.3556877074318767
2019-05-01 00:00:00,1.3459999999999999,1,1.3543617101682974
2019-06-01 00:00:00,1.3289,1,1.3528463895907414
2019-07-01 00:00:00,1.3105,1,1.3516318078631961
2019-08-01 00:00:00,1.3273,1,1.3509635737726753
2019-09-01 00:00:00,1.3241,1,1.3506444986766506
2019-10-01 00:00:00,1.3189,1,1.351090743943911
2019-11-01 00:00:00,1.3237,1,1.3515473808468412
2019-12-01 00:00:00,1.3169,1,1.3518637145622803
