datetime,value,validation_block,predict
2018-09-26 20:00:00,3197.0,0,2839.3399589072424
2018-09-26 21:00:00,3475.0,0,2243.7109831532307
2018-09-26 22:00:00,1973.0,0,1720.8662228314151
2018-09-26 23:00:00,1209.0,0,1330.3279137073969
2018-09-27 00:00:00,654.0,0,1305.1013941093188
2018-09-27 01:00:00,421.0,0,1455.723748582992
2018-09-27 02:00:00,312.0,0,1485.7850220137425
2018-09-27 03:00:00,373.0,0,1101.6689023590443
2018-09-27 04:00:00,919.0,0,797.7127245956726
2018-09-27 05:00:00,3002.0,0,1165.8872301811843
2018-09-27 06:00:00,5685.0,0,1995.2326200191073
2018-09-27 07:00:00,6589.0,0,2817.0334071392153
2018-09-27 08:00:00,5946.0,0,3339.2001183213943
2018-09-27 09:00:00,5181.0,0,3814.4230397906545
2018-09-27 10:00:00,4500.0,0,4277.660294221587
2018-09-27 11:00:00,4670.0,0,4553.467595625777
2018-09-27 12:00:00,4849.0,0,4689.492616717374
2018-09-27 13:00:00,4787.0,0,4661.804900403455
2018-09-27 14:00:00,4943.0,0,4897.590572547451
2018-09-27 15:00:00,5892.0,0,5469.3667242634965
2018-09-27 16:00:00,6451.0,0,5896.126436083413
2018-09-27 17:00:00,5968.0,0,5555.500064727582
2018-09-27 18:00:00,4498.0,0,4563.158241501583
2018-09-27 19:00:00,3419.0,0,3645.7875950579223
2018-09-27 20:00:00,2856.0,0,2929.0733197143722
2018-09-27 21:00:00,2649.0,0,2356.953794216979
2018-09-27 22:00:00,2003.0,0,1880.882080522867
2018-09-27 23:00:00,1278.0,0,1516.4576471127484
2018-09-28 00:00:00,699.0,0,1412.0694742257765
2018-09-28 01:00:00,461.0,0,1453.530461201848
2018-09-28 02:00:00,301.0,0,1450.0313583533207
2018-09-28 03:00:00,367.0,0,1182.4898454889371
2018-09-28 04:00:00,870.0,0,1002.8418756719439
2018-09-28 05:00:00,2751.0,0,1356.8685678752809
2018-09-28 06:00:00,5521.0,0,2092.983223711839
2018-09-28 07:00:00,6401.0,0,2808.7712233954962
2018-09-28 08:00:00,5798.0,0,3310.9245314937375
2018-09-28 09:00:00,4791.0,0,3773.9738295063376
2018-09-28 10:00:00,4574.0,0,4224.336798225449
2018-09-28 11:00:00,4863.0,0,4556.320584794982
2018-09-28 12:00:00,5066.0,0,4724.275368189765
2018-09-28 13:00:00,4898.0,0,4761.220686520655
2018-09-28 14:00:00,5193.0,0,4981.637651368932
2018-09-28 15:00:00,5838.0,0,5409.352817647892
2018-09-28 16:00:00,6188.0,0,5625.441458629222
2018-09-28 17:00:00,5695.0,0,5242.340992351197
2018-09-28 18:00:00,5104.0,0,4429.826512107595
2018-09-28 19:00:00,4286.0,0,3684.323809346188
2018-09-28 20:00:00,3538.0,0,3093.2845588419614
2018-09-28 21:00:00,3058.0,0,2576.7727754465877
2018-09-28 22:00:00,2713.0,1,2358.687750387646
2018-09-28 23:00:00,3544.0,1,1739.994022942632
2018-09-29 00:00:00,1733.0,1,1483.4715425271788
2018-09-29 01:00:00,867.0,1,1471.9688266920675
2018-09-29 02:00:00,524.0,1,1260.2900887928608
2018-09-29 03:00:00,359.0,1,782.1650814303339
2018-09-29 04:00:00,425.0,1,584.4771069316866
2018-09-29 05:00:00,743.0,1,793.7697712666413
2018-09-29 06:00:00,1359.0,1,1299.6281320859816
2018-09-29 07:00:00,2036.0,1,1854.0338080465554
2018-09-29 08:00:00,3073.0,1,2415.1827853786726
2018-09-29 09:00:00,3725.0,1,3065.3950040228447
2018-09-29 10:00:00,4059.0,1,3773.1343958053276
2018-09-29 11:00:00,4378.0,1,4485.337659123119
2018-09-29 12:00:00,4657.0,1,4826.5131684721455
2018-09-29 13:00:00,4553.0,1,4823.611455088154
2018-09-29 14:00:00,4618.0,1,5082.935473006006
2018-09-29 15:00:00,4564.0,1,5572.096164644766
2018-09-29 16:00:00,4735.0,1,5800.346673601475
2018-09-29 17:00:00,4878.0,1,5465.479181424847
2018-09-29 18:00:00,4569.0,1,4909.79002149615
2018-09-29 19:00:00,3818.0,1,4204.183603201609
2018-09-29 20:00:00,3338.0,1,3555.3264007582115
2018-09-29 21:00:00,2950.0,1,3057.6211852700494
2018-09-29 22:00:00,2607.0,1,2442.130834831718
2018-09-29 23:00:00,3856.0,1,1856.4942168990647
2018-09-30 00:00:00,1826.0,1,1562.1445686386123
2018-09-30 01:00:00,920.0,1,1474.6938472595793
2018-09-30 02:00:00,696.0,1,1273.0198042580778
2018-09-30 03:00:00,364.0,1,891.6762086328617
2018-09-30 04:00:00,335.0,1,762.4929501632414
2018-09-30 05:00:00,444.0,1,977.6413446390306
2018-09-30 06:00:00,802.0,1,1422.9675910481365
2018-09-30 07:00:00,1175.0,1,1938.9199520560524
2018-09-30 08:00:00,2002.0,1,2484.3438959459145
2018-09-30 09:00:00,2882.0,1,3085.8407866619846
2018-09-30 10:00:00,3701.0,1,3775.049152988758
2018-09-30 11:00:00,4049.0,1,4438.455474205552
2018-09-30 12:00:00,4429.0,1,4750.737537501822
2018-09-30 13:00:00,4547.0,1,4859.1155402293625
2018-09-30 14:00:00,4380.0,1,5129.819675788191
2018-09-30 15:00:00,4302.0,1,5503.106090329548
2018-09-30 16:00:00,4283.0,1,5619.119506359844
2018-09-30 17:00:00,4132.0,1,5319.754781045252
2018-09-30 18:00:00,3947.0,1,4793.0253479767525
2018-09-30 19:00:00,3543.0,1,4199.938884652756
