datetime,value,validation_block,predict
2018-03-16 00:00:00,10407.0,0,10378.829031784322
2018-03-23 00:00:00,10433.0,0,10453.052313184904
2018-03-30 00:00:00,10460.0,0,10481.48433914026
2018-04-06 00:00:00,10525.0,0,10509.508115320754
2018-04-13 00:00:00,10540.0,0,10543.016444287336
2018-04-20 00:00:00,10586.0,0,10556.04862163627
2018-04-27 00:00:00,10619.0,0,10552.708641993684
2018-05-04 00:00:00,10703.0,0,10566.948933545973
2018-05-11 00:00:00,10723.0,0,10601.43106981173
2018-05-18 00:00:00,10725.0,0,10613.951302194837
2018-05-25 00:00:00,10769.0,0,10611.225771789614
2018-06-01 00:00:00,10800.0,0,10638.937081728083
2018-06-08 00:00:00,10900.0,0,10664.819330150802
2018-06-15 00:00:00,10900.0,0,10669.169931499553
2018-06-22 00:00:00,10900.0,0,10683.866254857017
2018-06-29 00:00:00,10900.0,0,10736.555956696262
2018-07-06 00:00:00,10900.0,0,10753.227329361333
2018-07-13 00:00:00,11000.0,0,10770.111670802351
2018-07-20 00:00:00,11000.0,0,10816.082046926462
2018-07-27 00:00:00,10900.0,0,10855.40122417738
2018-08-03 00:00:00,10800.0,0,10880.440277912217
2018-08-10 00:00:00,10900.0,0,10906.622357821981
2018-08-17 00:00:00,11000.0,0,10938.544156631306
2018-08-24 00:00:00,11000.0,0,10948.094017747622
2018-08-31 00:00:00,11000.0,0,10985.358426884008
2018-09-07 00:00:00,10900.0,0,11045.527220034897
2018-09-14 00:00:00,11000.0,0,11052.085923290799
2018-09-21 00:00:00,11100.0,0,11081.415413351619
2018-09-28 00:00:00,11100.0,0,11087.224150105378
2018-10-05 00:00:00,11200.0,0,11081.623997803588
2018-10-12 00:00:00,10900.0,0,11076.672655821272
2018-10-19 00:00:00,10900.0,0,11079.711994400994
2018-10-26 00:00:00,11200.0,0,11095.867400209996
2018-11-02 00:00:00,11600.0,0,11138.383169836776
2018-11-09 00:00:00,11700.0,0,11145.56707692378
2018-11-16 00:00:00,11700.0,0,11209.208972991295
2018-11-23 00:00:00,11700.0,0,11233.859706070081
2018-11-30 00:00:00,11700.0,0,11220.333775489424
2018-12-07 00:00:00,11600.0,0,11240.403357493627
2018-12-14 00:00:00,11600.0,0,11238.308645695468
2018-12-21 00:00:00,11700.0,0,11216.888784966035
2018-12-28 00:00:00,11700.0,0,11180.586512194692
2019-01-04 00:00:00,11700.0,0,11188.821949067198
2019-01-11 00:00:00,11900.0,0,11259.91551211591
2019-01-18 00:00:00,11900.0,0,11279.05034711894
2019-01-25 00:00:00,11900.0,0,11343.783438818145
2019-02-01 00:00:00,11900.0,0,11401.9448903128
2019-02-08 00:00:00,11900.0,0,11357.453402921408
2019-02-15 00:00:00,12000.0,0,11386.262933338858
2019-02-22 00:00:00,12100.0,0,11456.360614089765
2019-03-01 00:00:00,12100.0,1,12072.505785839701
2019-03-08 00:00:00,12000.0,1,12048.358324405406
2019-03-15 00:00:00,12100.0,1,12069.929532907992
2019-03-22 00:00:00,12100.0,1,12092.666991153097
2019-03-29 00:00:00,12200.0,1,12085.459083110465
2019-04-05 00:00:00,12200.0,1,12074.182042861554
2019-04-12 00:00:00,12100.0,1,12084.28056912392
2019-04-19 00:00:00,12200.0,1,12092.511649259051
2019-04-26 00:00:00,12300.0,1,12107.616824397093
2019-05-03 00:00:00,12200.0,1,12106.151373113302
2019-05-10 00:00:00,12100.0,1,12098.52805117263
2019-05-17 00:00:00,12200.0,1,12090.876841868903
2019-05-24 00:00:00,12300.0,1,12091.029587995328
2019-05-31 00:00:00,12400.0,1,12092.870629238245
2019-06-07 00:00:00,12300.0,1,12094.297701463154
2019-06-14 00:00:00,12200.0,1,12090.636827259423
2019-06-21 00:00:00,12100.0,1,12096.488204398323
2019-06-28 00:00:00,12200.0,1,12101.28628756823
2019-07-05 00:00:00,12300.0,1,12093.524731652527
2019-07-12 00:00:00,12000.0,1,12105.98471128448
2019-07-19 00:00:00,11300.0,1,12109.186366549955
2019-07-26 00:00:00,12200.0,1,12107.171009379765
2019-08-02 00:00:00,12300.0,1,12092.738758645613
2019-08-09 00:00:00,12300.0,1,12097.07996417241
2019-08-16 00:00:00,12300.0,1,12108.497891071636
2019-08-23 00:00:00,12500.0,1,12102.892564597483
2019-08-30 00:00:00,12400.0,1,12111.22061643752
2019-09-06 00:00:00,12400.0,1,12109.775134134756
2019-09-13 00:00:00,12400.0,1,12078.464034162389
2019-09-20 00:00:00,12500.0,1,12078.597285326741
2019-09-27 00:00:00,12400.0,1,12083.24779137066
2019-10-04 00:00:00,12600.0,1,12056.19539648671
2019-10-11 00:00:00,12600.0,1,12055.892573482166
2019-10-18 00:00:00,12600.0,1,12040.92391726674
2019-10-25 00:00:00,12600.0,1,12052.137897885495
2019-11-01 00:00:00,12600.0,1,12058.50340686374
2019-11-08 00:00:00,12800.0,1,12037.657218629447
2019-11-15 00:00:00,12800.0,1,12023.776451894748
2019-11-22 00:00:00,12900.0,1,12005.73227167862
2019-11-29 00:00:00,12900.0,1,12002.266874177376
2019-12-06 00:00:00,12800.0,1,12008.720506001191
2019-12-13 00:00:00,12800.0,1,11981.18278742049
2019-12-20 00:00:00,12900.0,1,11959.657374637784
2019-12-27 00:00:00,12900.0,1,11940.264297507225
2020-01-03 00:00:00,12900.0,1,11951.094939843162
2020-01-10 00:00:00,13000.0,1,11977.264624399297
2020-01-17 00:00:00,13000.0,1,11957.177068697896
2020-01-24 00:00:00,13000.0,1,11936.979550781529
2020-01-31 00:00:00,12900.0,1,11917.772795140987
2020-02-07 00:00:00,13000.0,1,11903.817771471367
