datetime,value,validation_block,predict
2018-02-16 23:20:00,1.074783333,0,1.246583333
2018-02-16 23:21:00,1.105283333,0,1.246583333
2018-02-16 23:22:00,1.068766667,0,1.246583333
2018-02-16 23:23:00,1.1663,0,1.246583333
2018-02-16 23:24:00,2.445416667,0,1.246583333
2018-02-16 23:25:00,1.3092333329999999,0,1.246583333
2018-02-16 23:26:00,1.0784833329999999,0,1.246583333
2018-02-16 23:27:00,1.081083333,0,1.246583333
2018-02-16 23:28:00,1.073833333,0,1.246583333
2018-02-16 23:29:00,1.06605,0,1.246583333
2018-02-16 23:30:00,1.022783333,1,1.06605
2018-02-16 23:31:00,1.051533333,1,1.06605
2018-02-16 23:32:00,1.067983333,1,1.06605
2018-02-16 23:33:00,1.0663833329999999,1,1.06605
2018-02-16 23:34:00,0.9828,1,1.06605
2018-02-16 23:35:00,1.0767166670000001,1,1.06605
2018-02-16 23:36:00,1.1002,1,1.06605
2018-02-16 23:37:00,1.173883333,1,1.06605
2018-02-16 23:38:00,1.7708166669999998,1,1.06605
2018-02-16 23:39:00,1.7397666669999998,1,1.06605
