datetime,value,validation_block,predict
2018-02-16 22:00:00,0.000183333,0,0.011357054580791675
2018-02-16 22:01:00,0.000216667,0,0.01630886739660373
2018-02-16 22:02:00,8.329999999999999e-05,0,0.018676438111560598
2018-02-16 22:03:00,0.00025,0,0.01859754161162975
2018-02-16 22:04:00,0.000183333,0,0.018518346356277658
2018-02-16 22:05:00,0.000183333,0,0.01843844207429484
2018-02-16 22:06:00,0.000183333,0,0.018358885743180064
2018-02-16 22:07:00,0.000166667,0,0.01827949297636372
2018-02-16 22:08:00,0.000183333,0,0.018199415610248428
2018-02-16 22:09:00,0.000166667,0,0.01811941606419588
2018-02-16 22:10:00,0.000183333,0,0.018042341474158164
2018-02-16 22:11:00,0.000166667,0,0.01796423560097628
2018-02-16 22:12:00,0.000166667,0,0.017883383371424727
2018-02-16 22:13:00,0.000166667,0,0.01780224940549758
2018-02-16 22:14:00,0.000183333,0,0.01772292768298888
2018-02-16 22:15:00,0.000183333,0,0.017645012456896716
2018-02-16 22:16:00,0.000166667,0,0.01756594874385404
2018-02-16 22:17:00,0.0002,0,0.017486257936249194
2018-02-16 22:18:00,0.00023333299999999998,0,0.01740680210166783
2018-02-16 22:19:00,8.329999999999999e-05,0,0.017327757315020502
2018-02-16 22:20:00,0.0003,0,0.017250310244438096
2018-02-16 22:21:00,0.000266667,0,0.017173942266017567
2018-02-16 22:22:00,0.000283333,0,0.017097114509138922
2018-02-16 22:23:00,0.0003,0,0.017019477686197312
2018-02-16 22:24:00,0.000166667,0,0.016942556266709954
2018-02-16 22:25:00,0.00015,0,0.016866662143616165
2018-02-16 22:26:00,0.000216667,0,0.01678981372133226
2018-02-16 22:27:00,0.000166667,0,0.01671023127421624
2018-02-16 22:28:00,0.000183333,0,0.016630765634801196
2018-02-16 22:29:00,0.000166667,0,0.016551047342999635
2018-02-16 22:30:00,0.00015,0,0.016470679317323836
2018-02-16 22:31:00,0.000166667,0,0.016390185098873054
2018-02-16 22:32:00,0.000183333,0,0.01630993752654013
2018-02-16 22:33:00,0.000166667,0,0.01623002556322909
2018-02-16 22:34:00,0.000216667,0,0.016152630149129137
2018-02-16 22:35:00,0.000166667,0,0.016075999594580063
2018-02-16 22:36:00,0.000166667,0,0.01599885028039462
2018-02-16 22:37:00,0.000183333,0,0.015921341927877284
2018-02-16 22:38:00,0.000166667,0,0.015841559682113916
2018-02-16 22:39:00,0.000216667,0,0.015761595264737506
2018-02-16 22:40:00,0.000216667,0,0.015681699512050826
2018-02-16 22:41:00,0.000216667,0,0.015601903843745137
2018-02-16 22:42:00,0.000216667,0,0.015522295201340446
2018-02-16 22:43:00,0.000216667,0,0.015443096949175115
2018-02-16 22:44:00,0.00023333299999999998,0,0.01536482828597833
2018-02-16 22:45:00,0.24465,0,0.015286403182784299
2018-02-16 22:46:00,1.6121166669999998,0,0.015206746796704602
2018-02-16 22:47:00,0.905233333,0,0.015125974585196687
2018-02-16 22:48:00,3.3299999999999996e-05,0,0.015046217650184598
2018-02-16 22:49:00,1.67e-05,0,0.014966114026676532
2018-02-16 22:50:00,1.67e-05,1,0.09389198045953617
2018-02-16 22:51:00,0.0,1,0.04445901645572754
2018-02-16 22:52:00,1.67e-05,1,0.01912936521112061
2018-02-16 22:53:00,1.67e-05,1,0.01903190241603496
2018-02-16 22:54:00,0.0,1,0.01893660331469831
2018-02-16 22:55:00,3.3299999999999996e-05,1,0.018848465068046424
2018-02-16 22:56:00,1.67e-05,1,0.018758400944568467
2018-02-16 22:57:00,1.67e-05,1,0.018666004876626386
2018-02-16 22:58:00,1.67e-05,1,0.0185813404608611
2018-02-16 22:59:00,0.0,1,0.01849625651912621
2018-02-16 23:00:00,5e-05,1,0.018405082859182235
2018-02-16 23:01:00,6.670000000000001e-05,1,0.018302667749145834
2018-02-16 23:02:00,5e-05,1,0.01821976990909349
2018-02-16 23:03:00,5e-05,1,0.018141201571557214
2018-02-16 23:04:00,3.3299999999999996e-05,1,0.018044637952936846
2018-02-16 23:05:00,0.000283333,1,0.017934845098173544
2018-02-16 23:06:00,0.000183333,1,0.017838072963639463
2018-02-16 23:07:00,0.000133333,1,0.01774598305586236
2018-02-16 23:08:00,0.0001,1,0.017651796247917857
2018-02-16 23:09:00,3.3299999999999996e-05,1,0.017555465186330343
2018-02-16 23:10:00,0.0,1,0.017465036333022713
2018-02-16 23:11:00,3.3299999999999996e-05,1,0.0173734791634935
2018-02-16 23:12:00,0.000216667,1,0.01728206279741328
2018-02-16 23:13:00,0.000166667,1,0.017199091712382562
2018-02-16 23:14:00,0.000183333,1,0.017109102617161746
2018-02-16 23:15:00,0.000166667,1,0.01700536201239039
2018-02-16 23:16:00,0.000166667,1,0.0169045864702228
2018-02-16 23:17:00,0.0002,1,0.01680991002917885
2018-02-16 23:18:00,0.000183333,1,0.01671536314729663
2018-02-16 23:19:00,0.000183333,1,0.01662163516654029
2018-02-16 23:20:00,0.000133333,1,0.016533748467974396
2018-02-16 23:21:00,0.00011666700000000001,1,0.0164460029301563
2018-02-16 23:22:00,0.000133333,1,0.01635924816548244
2018-02-16 23:23:00,0.0001,1,0.016274750083245124
2018-02-16 23:24:00,0.0007333330000000001,1,0.016187748017602425
2018-02-16 23:25:00,0.00025,1,0.016093017620173223
2018-02-16 23:26:00,0.00015,1,0.015999496537208044
2018-02-16 23:27:00,0.00015,1,0.015906739211204786
2018-02-16 23:28:00,0.00015,1,0.01581139908070489
2018-02-16 23:29:00,0.00015,1,0.015716823068122936
2018-02-16 23:30:00,0.000133333,1,0.015622679852050736
2018-02-16 23:31:00,0.000133333,1,0.015527725324681612
2018-02-16 23:32:00,0.000133333,1,0.015430679860366853
2018-02-16 23:33:00,0.000133333,1,0.015335181290203547
2018-02-16 23:34:00,0.0001,1,0.015232010068415302
2018-02-16 23:35:00,0.00015,1,0.01512587027209886
2018-02-16 23:36:00,0.0001,1,0.015029081867167025
