datetime,value,label
1975-01-12 12:00:00,1089.2,W1
1975-01-19 12:00:00,1078.91,W1
1975-01-26 12:00:00,1079.88,W1
1975-02-02 12:00:00,1063.58,W1
1975-02-09 12:00:00,1060.61,W1
1975-02-16 12:00:00,1056.93,W1
1975-02-23 12:00:00,1056.63,W1
1975-03-02 12:00:00,1049.51,W1
1975-03-09 12:00:00,1049.32,W1
1975-03-16 12:00:00,1049.89,W1
1975-03-23 12:00:00,1058.65,W1
1975-03-30 12:00:00,1062.35,W1
1975-04-06 12:00:00,1064.38,W1
1975-04-13 12:00:00,1061.96,W1
1975-04-20 12:00:00,1071.06,W1
1975-04-27 12:00:00,1073.73,W1
1975-05-04 12:00:00,1066.97,W1
1975-05-11 12:00:00,1066.17,W1
1975-05-18 12:00:00,1064.43,W1
1975-05-25 12:00:00,1075.78,W1
1975-06-01 12:00:00,1070.45,W1
1975-06-08 12:00:00,1076.27,W1
1975-06-15 12:00:00,1072.98,W1
1975-06-22 12:00:00,1087.71,W1
1975-06-29 12:00:00,1088.29,W1
1975-07-06 12:00:00,1095.81,W1
1975-07-13 12:00:00,1093.18,W1
1975-07-20 12:00:00,1097.8,W1
1975-07-27 12:00:00,1100.55,W1
1975-08-03 12:00:00,1089.55,W1
1975-08-10 12:00:00,1086.26,W1
1975-08-17 12:00:00,1086.63,W1
1975-08-24 12:00:00,1098.57,W1
1975-08-31 12:00:00,1091.15,W1
1975-09-07 12:00:00,1091.59,W1
1975-09-14 12:00:00,1088.38,W1
1975-09-21 12:00:00,1093.82,W1
1975-09-28 12:00:00,1092.42,W1
1975-10-05 12:00:00,1093.99,W1
1975-10-12 12:00:00,1086.3,W1
1975-10-19 12:00:00,1097.82,W1
1975-10-26 12:00:00,1104.85,W1
1975-11-02 12:00:00,1097.33,W1
1975-11-09 12:00:00,1100.56,W1
1975-11-16 12:00:00,1097.24,W1
1975-11-23 12:00:00,1117.6,W1
1975-11-30 12:00:00,1119.59,W1
1975-12-07 12:00:00,1121.28,W1
1975-12-14 12:00:00,1119.58,W1
1975-12-21 12:00:00,1131.3,W1
1975-12-28 12:00:00,1135.79,W1
1976-01-04 12:00:00,1142.59,W1
1976-01-11 12:00:00,1138.05,W1
1976-01-18 12:00:00,1122.09,W1
1976-01-25 12:00:00,1119.01,W1
1976-02-01 12:00:00,1104.14,W1
1976-02-08 12:00:00,1104.56,W1
1976-02-15 12:00:00,1097.51,W1
1976-02-22 12:00:00,1114.17,W1
1976-02-29 12:00:00,1105.5,W1
1976-03-07 12:00:00,1105.82,W1
1976-03-14 12:00:00,1101.62,W1
1976-03-21 12:00:00,1114.33,W1
1976-03-28 12:00:00,1118.28,W1
1976-04-04 12:00:00,1118.86,W1
1976-04-11 12:00:00,1116.69,W1
1976-04-18 12:00:00,1126.44,W1
1976-04-25 12:00:00,1144.34,W1
1976-05-02 12:00:00,1133.41,W1
1976-05-09 12:00:00,1140.9,W1
1976-05-16 12:00:00,1127.98,W1
1976-05-23 12:00:00,1139.46,W1
1976-05-30 12:00:00,1134.09,W1
1976-06-06 12:00:00,1138.07,W1
1976-06-13 12:00:00,1135.72,W1
1976-06-20 12:00:00,1148.23,W1
1976-06-27 12:00:00,1144.12,W1
1976-07-04 12:00:00,1150.09,W1
1976-07-11 12:00:00,1154.58,W1
1976-07-18 12:00:00,1153.86,W1
1976-07-25 12:00:00,1164.4,W1
1976-08-01 12:00:00,1150.2,W1
1976-08-08 12:00:00,1156.06,W1
1976-08-15 12:00:00,1149.12,W1
1976-08-22 12:00:00,1162.7,W1
1976-08-29 12:00:00,1156.42,W1
1976-09-05 12:00:00,1152.2,W1
1976-09-12 12:00:00,1151.35,W1
1976-09-19 12:00:00,1156.87,W1
1976-09-26 12:00:00,1158.77,W1
1976-10-03 12:00:00,1155.95,W1
1976-10-10 12:00:00,1159.13,W1
1976-10-17 12:00:00,1158.86,W1
1976-10-24 12:00:00,1176.97,W1
1976-10-31 12:00:00,1164.09,W1
1976-11-07 12:00:00,1169.36,W1
1976-11-14 12:00:00,1168.44,W1
1976-11-21 12:00:00,1189.53,W1
1976-11-28 12:00:00,1189.41,W1
1976-12-05 12:00:00,1193.87,W1
1976-12-12 12:00:00,1187.82,W1
