datetime,value,label
2015-07-01 12:00:00,52817.0,H7
2015-07-01 13:00:00,51773.0,H7
2015-07-01 14:00:00,50907.0,H7
2015-07-01 15:00:00,50224.0,H7
2015-07-01 16:00:00,49496.0,H7
2015-07-01 17:00:00,48816.0,H7
2015-07-01 18:00:00,46514.0,H7
2015-07-01 19:00:00,42432.0,H7
2015-07-01 20:00:00,38210.0,H7
2015-07-01 21:00:00,35171.0,H7
2015-07-01 22:00:00,33243.0,H7
2015-07-01 23:00:00,31955.0,H7
2015-07-02 00:00:00,31199.0,H7
2015-07-02 01:00:00,31540.0,H7
2015-07-02 02:00:00,32551.0,H7
2015-07-02 03:00:00,34483.0,H7
2015-07-02 04:00:00,37003.0,H7
2015-07-02 05:00:00,39274.0,H7
2015-07-02 06:00:00,41265.0,H7
2015-07-02 07:00:00,43042.0,H7
2015-07-02 08:00:00,44869.0,H7
2015-07-02 09:00:00,46173.0,H7
2015-07-02 10:00:00,47600.0,H7
2015-07-02 11:00:00,48083.0,H7
2015-07-02 12:00:00,48300.0,H7
2015-07-02 13:00:00,48136.0,H7
2015-07-02 14:00:00,47343.0,H7
2015-07-02 15:00:00,46165.0,H7
2015-07-02 16:00:00,45380.0,H7
2015-07-02 17:00:00,44996.0,H7
2015-07-02 18:00:00,43173.0,H7
2015-07-02 19:00:00,39545.0,H7
2015-07-02 20:00:00,36073.0,H7
2015-07-02 21:00:00,33603.0,H7
2015-07-02 22:00:00,31746.0,H7
2015-07-02 23:00:00,30618.0,H7
2015-07-03 00:00:00,30157.0,H7
2015-07-03 01:00:00,30920.0,H7
2015-07-03 02:00:00,32074.0,H7
2015-07-03 03:00:00,34150.0,H7
2015-07-03 04:00:00,36828.0,H7
2015-07-03 05:00:00,38982.0,H7
2015-07-03 06:00:00,40598.0,H7
2015-07-03 07:00:00,42187.0,H7
2015-07-03 08:00:00,43556.0,H7
2015-07-03 09:00:00,45060.0,H7
2015-07-03 10:00:00,46767.0,H7
2015-07-03 11:00:00,48086.0,H7
2015-07-03 12:00:00,49005.0,H7
2015-07-03 13:00:00,49266.0,H7
2015-07-03 14:00:00,48231.0,H7
2015-07-03 15:00:00,46540.0,H7
2015-07-03 16:00:00,44693.0,H7
2015-07-03 17:00:00,43601.0,H7
2015-07-03 18:00:00,41628.0,H7
2015-07-03 19:00:00,38382.0,H7
2015-07-03 20:00:00,35110.0,H7
2015-07-03 21:00:00,32598.0,H7
2015-07-03 22:00:00,30678.0,H7
2015-07-03 23:00:00,29362.0,H7
2015-07-04 00:00:00,28930.0,H7
2015-07-04 01:00:00,28956.0,H7
2015-07-04 02:00:00,29281.0,H7
2015-07-04 03:00:00,30063.0,H7
2015-07-04 04:00:00,31213.0,H7
2015-07-04 05:00:00,33091.0,H7
2015-07-04 06:00:00,34784.0,H7
2015-07-04 07:00:00,36338.0,H7
2015-07-04 08:00:00,37884.0,H7
2015-07-04 09:00:00,39548.0,H7
2015-07-04 10:00:00,41505.0,H7
2015-07-04 11:00:00,43381.0,H7
2015-07-04 12:00:00,44902.0,H7
2015-07-04 13:00:00,45872.0,H7
2015-07-04 14:00:00,45858.0,H7
2015-07-04 15:00:00,44742.0,H7
2015-07-04 16:00:00,43065.0,H7
2015-07-04 17:00:00,41911.0,H7
2015-07-04 18:00:00,40130.0,H7
2015-07-04 19:00:00,37352.0,H7
2015-07-04 20:00:00,34442.0,H7
2015-07-04 21:00:00,32072.0,H7
2015-07-04 22:00:00,30272.0,H7
2015-07-04 23:00:00,29306.0,H7
2015-07-05 00:00:00,28479.0,H7
2015-07-05 01:00:00,28110.0,H7
2015-07-05 02:00:00,28014.0,H7
2015-07-05 03:00:00,28046.0,H7
2015-07-05 04:00:00,29264.0,H7
2015-07-05 05:00:00,31123.0,H7
2015-07-05 06:00:00,33060.0,H7
2015-07-05 07:00:00,34661.0,H7
2015-07-05 08:00:00,36456.0,H7
2015-07-05 09:00:00,38103.0,H7
2015-07-05 10:00:00,39452.0,H7
2015-07-05 11:00:00,40509.0,H7
2015-07-05 12:00:00,41419.0,H7
2015-07-05 13:00:00,41740.0,H7
2015-07-05 14:00:00,41534.0,H7
2015-07-05 15:00:00,40541.0,H7
2015-07-05 16:00:00,38894.0,H7
2015-07-05 17:00:00,37627.0,H7
2015-07-05 18:00:00,36078.0,H7
2015-07-05 19:00:00,34757.0,H7
2015-07-05 20:00:00,32806.0,H7
2015-07-05 21:00:00,30803.0,H7
2015-07-05 22:00:00,29141.0,H7
2015-07-05 23:00:00,27949.0,H7
2015-07-06 00:00:00,27412.0,H7
2015-07-06 01:00:00,27253.0,H7
2015-07-06 02:00:00,27193.0,H7
2015-07-06 03:00:00,27180.0,H7
2015-07-06 04:00:00,28098.0,H7
2015-07-06 05:00:00,29555.0,H7
2015-07-06 06:00:00,31072.0,H7
2015-07-06 07:00:00,32333.0,H7
2015-07-06 08:00:00,33628.0,H7
2015-07-06 09:00:00,34645.0,H7
2015-07-06 10:00:00,35483.0,H7
2015-07-06 11:00:00,36773.0,H7
2015-07-06 12:00:00,38274.0,H7
2015-07-06 13:00:00,39181.0,H7
2015-07-06 14:00:00,39512.0,H7
2015-07-06 15:00:00,39120.0,H7
2015-07-06 16:00:00,38270.0,H7
2015-07-06 17:00:00,37874.0,H7
2015-07-06 18:00:00,36538.0,H7
2015-07-06 19:00:00,33979.0,H7
2015-07-06 20:00:00,31343.0,H7
2015-07-06 21:00:00,29244.0,H7
2015-07-06 22:00:00,28272.0,H7
2015-07-06 23:00:00,27387.0,H7
2015-07-07 00:00:00,27168.0,H7
2015-07-07 01:00:00,27802.0,H7
2015-07-07 02:00:00,29188.0,H7
2015-07-07 03:00:00,31279.0,H7
2015-07-07 04:00:00,33486.0,H7
2015-07-07 05:00:00,35300.0,H7
2015-07-07 06:00:00,36527.0,H7
2015-07-07 07:00:00,37965.0,H7
2015-07-07 08:00:00,38486.0,H7
2015-07-07 09:00:00,39342.0,H7
2015-07-07 10:00:00,40583.0,H7
2015-07-07 11:00:00,41887.0,H7
2015-07-07 12:00:00,43014.0,H7
2015-07-07 13:00:00,43483.0,H7
2015-07-07 14:00:00,43290.0,H7
2015-07-07 15:00:00,42485.0,H7
2015-07-07 16:00:00,41227.0,H7
2015-07-07 17:00:00,40532.0,H7
2015-07-07 18:00:00,38811.0,H7
2015-07-07 19:00:00,35609.0,H7
2015-07-07 20:00:00,32612.0,H7
2015-07-07 21:00:00,30640.0,H7
2015-07-07 22:00:00,29561.0,H7
2015-07-07 23:00:00,28680.0,H7
2015-07-08 00:00:00,28303.0,H7
2015-07-08 01:00:00,28640.0,H7
2015-07-08 02:00:00,30036.0,H7
2015-07-08 03:00:00,32083.0,H7
2015-07-08 04:00:00,34010.0,H7
2015-07-08 05:00:00,35463.0,H7
2015-07-08 06:00:00,36484.0,H7
2015-07-08 07:00:00,37725.0,H7
2015-07-08 08:00:00,38331.0,H7
2015-07-08 09:00:00,38796.0,H7
2015-07-08 10:00:00,40123.0,H7
2015-07-08 11:00:00,41443.0,H7
2015-07-08 12:00:00,42444.0,H7
2015-07-08 13:00:00,42917.0,H7
2015-07-08 14:00:00,42653.0,H7
2015-07-08 15:00:00,41633.0,H7
2015-07-08 16:00:00,40502.0,H7
2015-07-08 17:00:00,39955.0,H7
2015-07-08 18:00:00,38387.0,H7
2015-07-08 19:00:00,35414.0,H7
2015-07-08 20:00:00,32465.0,H7
2015-07-08 21:00:00,30429.0,H7
