date,value,label
1989-12-31 12:00:00,2815.219,Y30
1990-12-31 12:00:00,2872.962,Y30
1991-12-31 12:00:00,2967.797,Y30
1992-12-31 12:00:00,3033.697,Y30
1993-12-31 12:00:00,3103.413,Y30
1994-12-31 12:00:00,3171.19,Y30
1995-12-31 12:00:00,3240.714,Y30
1996-12-31 12:00:00,3310.781,Y30
1997-12-31 12:00:00,3383.463,Y30
1998-12-31 12:00:00,3506.976,Y30
1999-12-31 12:00:00,3694.991,Y30
2000-12-31 12:00:00,3794.95,Y30
2001-12-31 12:00:00,3866.588,Y30
2002-12-31 12:00:00,3871.611,Y30
2003-12-31 12:00:00,3896.205,Y30
2004-12-31 12:00:00,3948.334,Y30
2005-12-31 12:00:00,4026.801,Y30
2006-12-31 12:00:00,4124.802,Y30
2007-12-31 12:00:00,4427.045,Y30
2008-12-31 12:00:00,2815.219,Y30
2009-12-31 12:00:00,2872.962,Y30
2010-12-31 12:00:00,2967.797,Y30
2011-12-31 12:00:00,3033.697,Y30
2012-12-31 12:00:00,3103.413,Y30
2013-12-31 12:00:00,3171.19,Y30
2014-12-31 12:00:00,3240.714,Y30
2015-12-31 12:00:00,3310.781,Y30
2016-12-31 12:00:00,3383.463,Y30
2017-12-31 12:00:00,3506.976,Y30
2018-12-31 12:00:00,3694.991,Y30
2019-12-31 12:00:00,3794.95,Y30
2020-12-31 12:00:00,3866.588,Y30
2021-12-31 12:00:00,3871.611,Y30
2022-12-31 12:00:00,3896.205,Y30
2023-12-31 12:00:00,3948.334,Y30
2024-12-31 12:00:00,4026.801,Y30
2025-12-31 12:00:00,4124.802,Y30
2026-12-31 12:00:00,4427.045,Y30
1969-12-31 12:00:00,3489.5,Y17714
1970-12-31 12:00:00,3612.8,Y17714
1971-12-31 12:00:00,3789.3,Y17714
1972-12-31 12:00:00,3861.2,Y17714
1973-12-31 12:00:00,3555.4,Y17714
1974-12-31 12:00:00,3846.5,Y17714
1975-12-31 12:00:00,4362.0,Y17714
1976-12-31 12:00:00,4762.0,Y17714
1977-12-31 12:00:00,4973.5,Y17714
1978-12-31 12:00:00,5526.5,Y17714
1979-12-31 12:00:00,5669.2,Y17714
1980-12-31 12:00:00,5745.3,Y17714
1981-12-31 12:00:00,5326.0,Y17714
1982-12-31 12:00:00,4610.9,Y17714
1983-12-31 12:00:00,4866.4,Y17714
1984-12-31 12:00:00,5493.0,Y17714
1985-12-31 12:00:00,5873.1,Y17714
1986-12-31 12:00:00,7040.2,Y17714
1987-12-31 12:00:00,7365.4,Y17714
1988-12-31 12:00:00,7461.1,Y17714
1989-12-31 12:00:00,7254.1,Y17714
1990-12-31 12:00:00,6667.5,Y17714
1991-12-31 12:00:00,6380.7,Y17714
1992-12-31 12:00:00,7058.2,Y17714
1993-12-31 12:00:00,7949.8,Y17714
1994-12-31 12:00:00,8407.1,Y17714
1995-12-31 12:00:00,8401.3,Y17714
1996-12-31 12:00:00,8763.9,Y17714
1997-12-31 12:00:00,8925.1,Y17714
1998-12-31 12:00:00,9030.8,Y17714
1999-12-31 12:00:00,9406.7,Y17714
2000-12-31 12:00:00,9718.8,Y17714
2001-12-31 12:00:00,9933.0,Y17714
2002-12-31 12:00:00,10581.3,Y17714
2003-12-31 12:00:00,11067.1,Y17714
2004-12-31 12:00:00,11280.5,Y17714
2005-12-31 12:00:00,11587.0,Y17714
2006-12-31 12:00:00,11528.6,Y17714
2007-12-31 12:00:00,11139.9,Y17714
2008-12-31 12:00:00,10268.4,Y17714
2009-12-31 12:00:00,10000.0,Y17714
2010-12-31 12:00:00,3489.5,Y17714
2011-12-31 12:00:00,3612.8,Y17714
2012-12-31 12:00:00,3789.3,Y17714
2013-12-31 12:00:00,3861.2,Y17714
2014-12-31 12:00:00,3555.4,Y17714
2015-12-31 12:00:00,3846.5,Y17714
2016-12-31 12:00:00,4362.0,Y17714
2017-12-31 12:00:00,4762.0,Y17714
2018-12-31 12:00:00,4973.5,Y17714
2019-12-31 12:00:00,5526.5,Y17714
2020-12-31 12:00:00,5669.2,Y17714
2021-12-31 12:00:00,5745.3,Y17714
2022-12-31 12:00:00,5326.0,Y17714
2023-12-31 12:00:00,4610.9,Y17714
2024-12-31 12:00:00,4866.4,Y17714
2025-12-31 12:00:00,5493.0,Y17714
2026-12-31 12:00:00,5873.1,Y17714
2027-12-31 12:00:00,7040.2,Y17714
2028-12-31 12:00:00,7365.4,Y17714
2029-12-31 12:00:00,7461.1,Y17714
2030-12-31 12:00:00,7254.1,Y17714
2031-12-31 12:00:00,6667.5,Y17714
2032-12-31 12:00:00,6380.7,Y17714
2033-12-31 12:00:00,7058.2,Y17714
2034-12-31 12:00:00,7949.8,Y17714
2035-12-31 12:00:00,8407.1,Y17714
2036-12-31 12:00:00,8401.3,Y17714
2037-12-31 12:00:00,8763.9,Y17714
2038-12-31 12:00:00,8925.1,Y17714
2039-12-31 12:00:00,9030.8,Y17714
2040-12-31 12:00:00,9406.7,Y17714
2041-12-31 12:00:00,9718.8,Y17714
2042-12-31 12:00:00,9933.0,Y17714
