datetime,value,label
1990-03-31 12:00:00,6170.0,Q596
1990-06-30 12:00:00,6010.0,Q596
1990-09-30 12:00:00,6370.0,Q596
1990-12-31 12:00:00,5920.0,Q596
1991-03-31 12:00:00,6750.0,Q596
1991-06-30 12:00:00,6520.0,Q596
1991-09-30 12:00:00,6320.0,Q596
1991-12-31 12:00:00,6780.0,Q596
1992-03-31 12:00:00,7540.0,Q596
1992-06-30 12:00:00,6510.0,Q596
1992-09-30 12:00:00,7870.0,Q596
1992-12-31 12:00:00,7950.0,Q596
1993-03-31 12:00:00,7770.0,Q596
1993-06-30 12:00:00,6890.0,Q596
1993-09-30 12:00:00,8190.0,Q596
1993-12-31 12:00:00,7950.0,Q596
1994-03-31 12:00:00,7510.0,Q596
1994-06-30 12:00:00,7160.0,Q596
1994-09-30 12:00:00,7900.0,Q596
1994-12-31 12:00:00,7620.0,Q596
1995-03-31 12:00:00,7500.0,Q596
1995-06-30 12:00:00,6970.0,Q596
1995-09-30 12:00:00,7400.0,Q596
1995-12-31 12:00:00,8290.0,Q596
1996-03-31 12:00:00,7710.0,Q596
1996-06-30 12:00:00,7900.0,Q596
1996-09-30 12:00:00,7710.0,Q596
1996-12-31 12:00:00,8820.0,Q596
1997-03-31 12:00:00,7610.0,Q596
1997-06-30 12:00:00,7950.0,Q596
1997-09-30 12:00:00,8120.0,Q596
1997-12-31 12:00:00,8930.0,Q596
1998-03-31 12:00:00,7790.0,Q596
1998-06-30 12:00:00,8930.0,Q596
1998-09-30 12:00:00,7890.0,Q596
1998-12-31 12:00:00,9140.0,Q596
1999-03-31 12:00:00,8020.0,Q596
1999-06-30 12:00:00,8770.0,Q596
1999-09-30 12:00:00,7850.0,Q596
1999-12-31 12:00:00,9100.0,Q596
2000-03-31 12:00:00,8820.0,Q596
2000-06-30 12:00:00,9800.0,Q596
2000-09-30 12:00:00,8360.0,Q596
2000-12-31 12:00:00,8710.0,Q596
2001-03-31 12:00:00,9200.0,Q596
2001-06-30 12:00:00,8800.0,Q596
2001-09-30 12:00:00,8900.0,Q596
2001-12-31 12:00:00,8810.0,Q596
2002-03-31 12:00:00,9110.0,Q596
2002-06-30 12:00:00,8970.0,Q596
2002-09-30 12:00:00,9290.0,Q596
2002-12-31 12:00:00,9260.0,Q596
2003-03-31 12:00:00,9490.0,Q596
2003-06-30 12:00:00,9250.0,Q596
2003-09-30 12:00:00,10070.0,Q596
2003-12-31 12:00:00,9310.0,Q596
2004-03-31 12:00:00,10670.0,Q596
2004-06-30 12:00:00,9550.0,Q596
2004-09-30 12:00:00,10660.0,Q596
2004-12-31 12:00:00,10510.0,Q596
2005-03-31 12:00:00,10230.0,Q596
2005-06-30 12:00:00,10760.0,Q596
2005-09-30 12:00:00,10010.0,Q596
2005-12-31 12:00:00,8370.0,Q596
2006-03-31 12:00:00,9570.0,Q596
2006-06-30 12:00:00,8510.0,Q596
2006-09-30 12:00:00,9770.0,Q596
2006-12-31 12:00:00,8720.0,Q596
2007-03-31 12:00:00,8760.0,Q596
2007-06-30 12:00:00,9640.0,Q596
2007-09-30 12:00:00,8660.0,Q596
2007-12-31 12:00:00,10170.0,Q596
2008-03-31 12:00:00,8730.0,Q596
2008-06-30 12:00:00,10220.0,Q596
2008-09-30 12:00:00,9040.0,Q596
2008-12-31 12:00:00,10470.0,Q596
2009-03-31 12:00:00,8950.0,Q596
2009-06-30 12:00:00,10070.0,Q596
2009-09-30 12:00:00,9190.0,Q596
2009-12-31 12:00:00,10600.0,Q596
2010-03-31 12:00:00,9300.0,Q596
2010-06-30 12:00:00,8920.0,Q596
2010-09-30 12:00:00,9240.0,Q596
2010-12-31 12:00:00,11260.0,Q596
2011-03-31 12:00:00,9730.0,Q596
2011-06-30 12:00:00,11490.0,Q596
2011-09-30 12:00:00,11280.0,Q596
2011-12-31 12:00:00,10220.0,Q596
2012-03-31 12:00:00,11300.0,Q596
2012-06-30 12:00:00,9880.0,Q596
2012-09-30 12:00:00,11570.0,Q596
2012-12-31 12:00:00,10400.0,Q596
2013-03-31 12:00:00,11520.0,Q596
2013-06-30 12:00:00,10370.0,Q596
2013-09-30 12:00:00,11450.0,Q596
2013-12-31 12:00:00,10130.0,Q596
2014-03-31 12:00:00,12010.0,Q596
2014-06-30 12:00:00,10270.0,Q596
2014-09-30 12:00:00,11590.0,Q596
2014-12-31 12:00:00,9940.0,Q596
2015-03-31 12:00:00,11520.0,Q596
2015-06-30 12:00:00,9860.0,Q596
2015-09-30 12:00:00,11660.0,Q596
2015-12-31 12:00:00,10970.0,Q596
2016-03-31 12:00:00,10140.0,Q596
2016-06-30 12:00:00,9930.0,Q596
1990-03-31 12:00:00,4350.0,Q1134
1990-06-30 12:00:00,4450.0,Q1134
1990-09-30 12:00:00,3850.0,Q1134
1990-12-31 12:00:00,4070.0,Q1134
1991-03-31 12:00:00,4580.0,Q1134
1991-06-30 12:00:00,4730.0,Q1134
1991-09-30 12:00:00,4230.0,Q1134
1991-12-31 12:00:00,4430.0,Q1134
1992-03-31 12:00:00,4860.0,Q1134
1992-06-30 12:00:00,4940.0,Q1134
1992-09-30 12:00:00,4360.0,Q1134
1992-12-31 12:00:00,4980.0,Q1134
1993-03-31 12:00:00,4630.0,Q1134
1993-06-30 12:00:00,5450.0,Q1134
1993-09-30 12:00:00,4590.0,Q1134
1993-12-31 12:00:00,4900.0,Q1134
1994-03-31 12:00:00,4960.0,Q1134
1994-06-30 12:00:00,5380.0,Q1134
1994-09-30 12:00:00,4420.0,Q1134
1994-12-31 12:00:00,4940.0,Q1134
1995-03-31 12:00:00,5170.0,Q1134
1995-06-30 12:00:00,5600.0,Q1134
1995-09-30 12:00:00,4530.0,Q1134
1995-12-31 12:00:00,4940.0,Q1134
1996-03-31 12:00:00,5280.0,Q1134
1996-06-30 12:00:00,5620.0,Q1134
1996-09-30 12:00:00,4620.0,Q1134
1996-12-31 12:00:00,4980.0,Q1134
1997-03-31 12:00:00,5420.0,Q1134
1997-06-30 12:00:00,5730.0,Q1134
1997-09-30 12:00:00,4880.0,Q1134
1997-12-31 12:00:00,5310.0,Q1134
1998-03-31 12:00:00,5450.0,Q1134
1998-06-30 12:00:00,5860.0,Q1134
1998-09-30 12:00:00,4580.0,Q1134
1998-12-31 12:00:00,5600.0,Q1134
1999-03-31 12:00:00,5200.0,Q1134
1999-06-30 12:00:00,6190.0,Q1134
1999-09-30 12:00:00,4770.0,Q1134
1999-12-31 12:00:00,5740.0,Q1134
2000-03-31 12:00:00,5180.0,Q1134
2000-06-30 12:00:00,6110.0,Q1134
2000-09-30 12:00:00,4700.0,Q1134
2000-12-31 12:00:00,5690.0,Q1134
2001-03-31 12:00:00,5360.0,Q1134
2001-06-30 12:00:00,6470.0,Q1134
2001-09-30 12:00:00,4680.0,Q1134
2001-12-31 12:00:00,5380.0,Q1134
2002-03-31 12:00:00,5240.0,Q1134
2002-06-30 12:00:00,5730.0,Q1134
2002-09-30 12:00:00,5160.0,Q1134
2002-12-31 12:00:00,5570.0,Q1134
2003-03-31 12:00:00,5530.0,Q1134
2003-06-30 12:00:00,5890.0,Q1134
2003-09-30 12:00:00,5220.0,Q1134
2003-12-31 12:00:00,5200.0,Q1134
2004-03-31 12:00:00,5420.0,Q1134
2004-06-30 12:00:00,5830.0,Q1134
2004-09-30 12:00:00,5290.0,Q1134
2004-12-31 12:00:00,5260.0,Q1134
2005-03-31 12:00:00,5960.0,Q1134
2005-06-30 12:00:00,6680.0,Q1134
2005-09-30 12:00:00,5450.0,Q1134
2005-12-31 12:00:00,5900.0,Q1134
2006-03-31 12:00:00,6610.0,Q1134
2006-06-30 12:00:00,6860.0,Q1134
2006-09-30 12:00:00,5950.0,Q1134
2006-12-31 12:00:00,6000.0,Q1134
2007-03-31 12:00:00,6380.0,Q1134
2007-06-30 12:00:00,7130.0,Q1134
2007-09-30 12:00:00,5680.0,Q1134
2007-12-31 12:00:00,5880.0,Q1134
2008-03-31 12:00:00,6610.0,Q1134
2008-06-30 12:00:00,7240.0,Q1134
2008-09-30 12:00:00,6030.0,Q1134
2008-12-31 12:00:00,6500.0,Q1134
2009-03-31 12:00:00,6590.0,Q1134
2009-06-30 12:00:00,7470.0,Q1134
2009-09-30 12:00:00,5990.0,Q1134
2009-12-31 12:00:00,7030.0,Q1134
2010-03-31 12:00:00,6450.0,Q1134
2010-06-30 12:00:00,7930.0,Q1134
2010-09-30 12:00:00,6230.0,Q1134
2010-12-31 12:00:00,7150.0,Q1134
2011-03-31 12:00:00,6830.0,Q1134
2011-06-30 12:00:00,8230.0,Q1134
2011-09-30 12:00:00,6470.0,Q1134
2011-12-31 12:00:00,6850.0,Q1134
2012-03-31 12:00:00,7180.0,Q1134
2012-06-30 12:00:00,7950.0,Q1134
2012-09-30 12:00:00,6470.0,Q1134
2012-12-31 12:00:00,6710.0,Q1134
2013-03-31 12:00:00,7400.0,Q1134
2013-06-30 12:00:00,8080.0,Q1134
2013-09-30 12:00:00,6570.0,Q1134
2013-12-31 12:00:00,6850.0,Q1134
2014-03-31 12:00:00,7650.0,Q1134
2014-06-30 12:00:00,8430.0,Q1134
2014-09-30 12:00:00,6770.0,Q1134
2014-12-31 12:00:00,7270.0,Q1134
2015-03-31 12:00:00,7570.0,Q1134
2015-06-30 12:00:00,8610.0,Q1134
2015-09-30 12:00:00,6770.0,Q1134
2015-12-31 12:00:00,7840.0,Q1134
2016-03-31 12:00:00,7300.0,Q1134
2016-06-30 12:00:00,9080.0,Q1134
1971-03-31 12:00:00,375.399,Q1757
1971-06-30 12:00:00,401.704,Q1757
1971-09-30 12:00:00,368.34,Q1757
1971-12-31 12:00:00,415.87,Q1757
1972-03-31 12:00:00,429.064,Q1757
1972-06-30 12:00:00,490.843,Q1757
1972-09-30 12:00:00,404.355,Q1757
1972-12-31 12:00:00,465.541,Q1757
1973-03-31 12:00:00,499.065,Q1757
1973-06-30 12:00:00,492.316,Q1757
1973-09-30 12:00:00,407.875,Q1757
1973-12-31 12:00:00,466.36,Q1757
1974-03-31 12:00:00,475.896,Q1757
1974-06-30 12:00:00,544.139,Q1757
1974-09-30 12:00:00,491.954,Q1757
1974-12-31 12:00:00,536.092,Q1757
1975-03-31 12:00:00,502.686,Q1757
1975-06-30 12:00:00,571.717,Q1757
1975-09-30 12:00:00,496.111,Q1757
1975-12-31 12:00:00,597.814,Q1757
1976-03-31 12:00:00,605.721,Q1757
1976-06-30 12:00:00,669.399,Q1757
1976-09-30 12:00:00,601.622,Q1757
1976-12-31 12:00:00,670.72,Q1757
1977-03-31 12:00:00,677.865,Q1757
1977-06-30 12:00:00,669.794,Q1757
1977-09-30 12:00:00,625.137,Q1757
1977-12-31 12:00:00,707.627,Q1757
1978-03-31 12:00:00,688.303,Q1757
1978-06-30 12:00:00,722.783,Q1757
1978-09-30 12:00:00,625.644,Q1757
1978-12-31 12:00:00,730.844,Q1757
1979-03-31 12:00:00,805.239,Q1757
1979-06-30 12:00:00,843.465,Q1757
1979-09-30 12:00:00,760.069,Q1757
1979-12-31 12:00:00,872.661,Q1757
1980-03-31 12:00:00,939.761,Q1757
1980-06-30 12:00:00,938.897,Q1757
1980-09-30 12:00:00,802.776,Q1757
1980-12-31 12:00:00,933.063,Q1757
1981-03-31 12:00:00,1029.2,Q1757
1981-06-30 12:00:00,1007.433,Q1757
1981-09-30 12:00:00,945.814,Q1757
1981-12-31 12:00:00,999.221,Q1757
1982-03-31 12:00:00,1127.63,Q1757
1982-06-30 12:00:00,1075.798,Q1757
1982-09-30 12:00:00,944.954,Q1757
1982-12-31 12:00:00,1078.623,Q1757
1983-03-31 12:00:00,1077.716,Q1757
1983-06-30 12:00:00,1091.615,Q1757
1983-09-30 12:00:00,1054.708,Q1757
1983-12-31 12:00:00,1174.702,Q1757
1984-03-31 12:00:00,1169.553,Q1757
1984-06-30 12:00:00,1116.112,Q1757
1984-09-30 12:00:00,1081.474,Q1757
1984-12-31 12:00:00,1187.668,Q1757
1985-03-31 12:00:00,1346.209,Q1757
1985-06-30 12:00:00,1182.951,Q1757
1985-09-30 12:00:00,1131.458,Q1757
1985-12-31 12:00:00,1238.676,Q1757
1986-03-31 12:00:00,1222.121,Q1757
1986-06-30 12:00:00,1206.425,Q1757
1986-09-30 12:00:00,1066.317,Q1757
1986-12-31 12:00:00,1153.973,Q1757
1987-03-31 12:00:00,1130.207,Q1757
1987-06-30 12:00:00,1211.113,Q1757
1987-09-30 12:00:00,1087.659,Q1757
1987-12-31 12:00:00,1244.787,Q1757
1988-03-31 12:00:00,1244.296,Q1757
1988-06-30 12:00:00,1294.173,Q1757
1988-09-30 12:00:00,1149.278,Q1757
1988-12-31 12:00:00,1549.742,Q1757
1989-03-31 12:00:00,1403.009,Q1757
1989-06-30 12:00:00,1589.345,Q1757
1989-09-30 12:00:00,1322.914,Q1757
1989-12-31 12:00:00,1669.348,Q1757
1990-03-31 12:00:00,1626.972,Q1757
1990-06-30 12:00:00,1461.752,Q1757
1990-09-30 12:00:00,1547.33,Q1757
1990-12-31 12:00:00,1870.172,Q1757
1991-03-31 12:00:00,1986.359,Q1757
1991-06-30 12:00:00,2031.598,Q1757
1991-09-30 12:00:00,1841.792,Q1757
1991-12-31 12:00:00,1991.093,Q1757
1992-03-31 12:00:00,2063.913,Q1757
1992-06-30 12:00:00,1930.994,Q1757
1992-09-30 12:00:00,1700.241,Q1757
1992-12-31 12:00:00,1890.595,Q1757
1993-03-31 12:00:00,1774.108,Q1757
1993-06-30 12:00:00,1653.599,Q1757
1993-09-30 12:00:00,1434.959,Q1757
1993-12-31 12:00:00,1655.768,Q1757
1994-03-31 12:00:00,1574.925,Q1757
1994-06-30 12:00:00,1813.143,Q1757
1994-09-30 12:00:00,1634.025,Q1757
1994-12-31 12:00:00,1804.731,Q1757
1995-03-31 12:00:00,1878.472,Q1757
1995-06-30 12:00:00,1841.635,Q1757
1995-09-30 12:00:00,1695.231,Q1757
1995-12-31 12:00:00,1870.264,Q1757
1996-03-31 12:00:00,1893.152,Q1757
1996-06-30 12:00:00,1896.164,Q1757
1996-09-30 12:00:00,1622.212,Q1757
1996-12-31 12:00:00,1890.465,Q1757
1997-03-31 12:00:00,1941.715,Q1757
1997-06-30 12:00:00,2015.762,Q1757
1997-09-30 12:00:00,1912.712,Q1757
1997-12-31 12:00:00,2127.847,Q1757
1998-03-31 12:00:00,2203.911,Q1757
1998-06-30 12:00:00,2209.799,Q1757
1998-09-30 12:00:00,2084.906,Q1757
1998-12-31 12:00:00,2234.374,Q1757
1999-03-31 12:00:00,1100.475,Q1757
